L2 , Mpca = 4 PCA mAP: 0.173 ,Acc@1: 0.225 ,Acc@10: 0.64
Chi-Square , Mpca = 26 PCA-LDA mAP: 0.076 ,Acc@1: 0.025 ,Acc@10: 0.305

K-L Divergence , Mpca = 4 PCA mAP: 0.157 ,Acc@1: 0.195 ,Acc@10: 0.49
K-L Divergence , Mpca = 4 PCA-LDA mAP: 0.157 ,Acc@1: 0.125 ,Acc@10: 0.45
K-L Divergence , Mpca = 8 PCA mAP: 0.157 ,Acc@1: 0.125 ,Acc@10: 0.26
K-L Divergence , Mpca = 8 PCA-LDA mAP: 0.162 ,Acc@1: 0.125 ,Acc@10: 0.28
K-L Divergence , Mpca = 12 PCA mAP: 0.157 ,Acc@1: 0.09 ,Acc@10: 0.195
K-L Divergence , Mpca = 12 PCA-LDA mAP: 0.158 ,Acc@1: 0.075 ,Acc@10: 0.19
K-L Divergence , Mpca = 16 PCA mAP: 0.156 ,Acc@1: 0.07 ,Acc@10: 0.165
K-L Divergence , Mpca = 16 PCA-LDA mAP: 0.154 ,Acc@1: 0.065 ,Acc@10: 0.17
K-L Divergence , Mpca = 22 PCA mAP: 0.154 ,Acc@1: 0.055 ,Acc@10: 0.145
K-L Divergence , Mpca = 22 PCA-LDA mAP: 0.158 ,Acc@1: 0.08 ,Acc@10: 0.2
K-L Divergence , Mpca = 26 PCA mAP: 0.154 ,Acc@1: 0.055 ,Acc@10: 0.145
K-L Divergence , Mpca = 26 PCA-LDA mAP: 0.153 ,Acc@1: 0.055 ,Acc@10: 0.205

JS , Mpca = 4 PCA mAP: 0.079 ,Acc@1: 0.025 ,Acc@10: 0.055
JS , Mpca = 4 PCA-LDA mAP: 0.079 ,Acc@1: 0.03 ,Acc@10: 0.085
JS , Mpca = 8 PCA mAP: 0.067 ,Acc@1: 0.0 ,Acc@10: 0.0
JS , Mpca = 8 PCA-LDA mAP: 0.067 ,Acc@1: 0.0 ,Acc@10: 0.0
JS , Mpca = 12 PCA mAP: 0.067 ,Acc@1: 0.0 ,Acc@10: 0.0
JS , Mpca = 12 PCA-LDA mAP: 0.067 ,Acc@1: 0.0 ,Acc@10: 0.0
JS , Mpca = 16 PCA mAP: 0.067 ,Acc@1: 0.0 ,Acc@10: 0.0
JS , Mpca = 16 PCA-LDA mAP: 0.067 ,Acc@1: 0.0 ,Acc@10: 0.0
JS , Mpca = 22 PCA mAP: 0.067 ,Acc@1: 0.0 ,Acc@10: 0.0
JS , Mpca = 22 PCA-LDA mAP: 0.067 ,Acc@1: 0.0 ,Acc@10: 0.0
JS , Mpca = 26 PCA mAP: 0.067 ,Acc@1: 0.0 ,Acc@10: 0.0
JS , Mpca = 26 PCA-LDA mAP: 0.067 ,Acc@1: 0.0 ,Acc@10: 0.0
